38,50,74
36,9,70
25,95,51
14,44,31
86,53,70
86,76,14
60,97,36
75,57,81
92,69,96
71,65,3
6,88,4
83,13,48
73,15,56
70,57,76
92,76,71
71,99,4
16,76,41
10,64,13
54,68,85
63,32,91
79,42,31
88,97,48
60,41,87
5,100,39
74,90,51
23,5,55
98,38,45
71,90,58
61,27,18
80,84,100
81,97,18
98,95,50
24,47,74
36,35,44
56,67,55
30,100,100
26,63,75
89,39,58
33,54,64
77,19,38
13,8,19
52,89,79
11,87,4
69,16,34
16,33,34
28,22,16
32,25,29
52,42,89
46,70,61
68,90,97
93,64,32
80,9,28
67,7,21
42,37,72
90,98,40
32,42,3
76,91,100
99,71,43
3,86,76
58,19,69
9,57,92
10,79,53
88,43,14
15,57,28
71,91,6
44,99,15
8,92,76
40,60,84
84,22,40
28,52,19
63,43,50
24,33,60
81,74,8
79,60,8
8,79,27
30,46,97
58,1,16
37,49,16
80,12,27
11,28,75
35,23,34
34,30,70
81,33,6
76,11,50
2,86,63
94,71,92
50,28,22
91,86,12
52,100,17
46,27,72
16,52,22
51,32,26
58,79,56
64,70,18
82,1,83
99,9,67
92,4,3
57,28,47
54,100,8
69,80,64
36,85,54
83,63,69
9,15,74
13,76,9
56,11,56
100,49,89
74,22,88
56,47,12
70,69,36
100,36,68
82,84,63
43,15,0
11,20,21
40,11,60
76,42,93
45,54,85
87,43,55
83,0,21
24,80,42
61,11,1
50,30,22
80,51,15
53,100,51
77,4,78
34,81,12
94,51,99
58,0,96
28,67,34
55,86,72
14,36,54
15,6,52
13,93,77
21,53,59
100,85,42
36,78,47
38,23,100
74,1,22
84,22,37
57,16,38
17,78,87
89,62,91
14,80,93
55,28,56
95,49,49
31,80,88
51,55,42
78,58,81
1,61,92
93,59,9
85,14,69
29,23,82
9,62,42
5,1,13
21,93,60
47,97,34
97,77,43
86,62,92
14,54,96
56,19,78
33,81,48
98,19,34
71,53,6
40,47,54
14,0,70
68,33,23
63,77,75
47,26,8
31,97,69
91,55,82
0,30,18
14,84,83
7,81,26
77,68,72
28,79,92
32,6,31
42,33,8
6,16,74
55,8,50
94,17,40
52,0,80
51,26,87
94,33,22
66,26,2
42,84,32
